fuente,contenido,texto_limpio
WhatsApp,Hola hay lugares para inicial 4 años? Mi niño se llama Sofia.,hola hay lugares para inicial 4 anos mi nino se llama sofia
Web,entrevistas de admision para inicial 5 años. Mi menor es Mateo.,entrevistas de admision para inicial 5 anos mi menor es mateo
Web,charlas de admision para 5to secundaria. Mi menor es Mateo.,charlas de admision para 5to secundaria mi menor es mateo
WhatsApp,SABER SI HAY LUGARES EN INICIAL 5 AÑOS PARA ANA. GRACIAS.,saber si hay lugares en inicial 5 anos para ana gracias
WhatsApp,Saber si hay vacantes en inicial 3 años para Sofia. Gracias.,saber si hay vacantes en inicial 3 anos para sofia gracias
Email,"Estimados, quisiera saber los costos de 1ero primaria para mi hijo Mateo.",estimados quisiera saber los costos de 1ero primaria para mi hijo mateo
Email,Solicito información de pagos y detalles para primer año. Atte: Sebastian.,solicito informacion de pagos y detalles para primer ano atte sebastian
WhatsApp,Saber si hay cupos en 5to secundaria para Mateo. Gracias.,saber si hay cupos en 5to secundaria para mateo gracias
Email,Solicito información de mensualidad y detalles para inicial 4 años. Atte: Gabriel.,solicito informacion de mensualidad y detalles para inicial 4 anos atte gabriel
Email,"ESTIMADOS, QUISIERA SABER LOS PAGOS DE PRIMER GRADO PARA MI HIJO MATEO.",estimados quisiera saber los pagos de primer grado para mi hijo mateo
Web,<p><b>entrevistas de admision para inicial 4 años. Mi menor es Elena.</b></p>,entrevistas de admision para inicial 4 anos mi menor es elena
Email,"Estimados, quisiera saber los mensualidad de inicial 4 años para mi hijo Pedro.",estimados quisiera saber los mensualidad de inicial 4 anos para mi hijo pedro
Web,<p><b>reunión de admision para 1ero secundaria. Mi menor es Luis.</b></p>,reunion de admision para 1ero secundaria mi menor es luis
WhatsApp,Saber si hay cupos en 6to primaria para Valentina. Gracias.,saber si hay cupos en 6to primaria para valentina gracias
Email,Solicito información de precios y detalles para inicial 3 años. Atte: Gabriel.,solicito informacion de precios y detalles para inicial 3 anos atte gabriel
WhatsApp,Saber si hay lugares en inicial 3 años para Maria. Gracias.,saber si hay lugares en inicial 3 anos para maria gracias
Email,Solicito información de cuotas y detalles para inicial 4 años. Atte: Pedro.,solicito informacion de cuotas y detalles para inicial 4 anos atte pedro
WhatsApp,HOLA HAY CUPOS PARA 6TO PRIMARIA? MI NIÑO SE LLAMA THIAGO.,hola hay cupos para 6to primaria mi nino se llama thiago
Web,requisitos para traslado a inicial 4 años. Postulante: Nicolas.,requisitos para traslado a inicial 4 anos postulante nicolas
WhatsApp,Hola hay espacios para secundaria? Mi niño se llama Sofia.,hola hay espacios para secundaria mi nino se llama sofia
Email,"<p><b>Estimados, quisiera saber los precios de inicial 3 años para mi hijo Sofia.</b></p>",estimados quisiera saber los precios de inicial 3 anos para mi hijo sofia
Web,<p><b>requisitos para traslado a 5to secundaria. Postulante: Gabriel.</b></p>,requisitos para traslado a 5to secundaria postulante gabriel
Email,Solicito información de mensualidad y detalles para inicial 5 años. Atte: Nicolas.,solicito informacion de mensualidad y detalles para inicial 5 anos atte nicolas
Email,<p><b>Solicito información de pagos y detalles para 6to primaria. Atte: Mateo.</b></p>,solicito informacion de pagos y detalles para 6to primaria atte mateo
WhatsApp,<p><b>Saber si hay cupos en inicial 3 años para Pedro. Gracias.</b></p>,saber si hay cupos en inicial 3 anos para pedro gracias
WhatsApp,Hola hay espacios para 1ero primaria? Mi niño se llama Sebastian.,hola hay espacios para 1ero primaria mi nino se llama sebastian
WhatsApp,<p><b>Saber si hay espacios en primer año para Lucia. Gracias.</b></p>,saber si hay espacios en primer ano para lucia gracias
Email,"Estimados, quisiera saber los pensiones de inicial 3 años para mi hijo Pedro.",estimados quisiera saber los pensiones de inicial 3 anos para mi hijo pedro
WhatsApp,<p><b>Hola hay lugares para secundaria? Mi niño se llama Nicolas.</b></p>,hola hay lugares para secundaria mi nino se llama nicolas
Email,<p><b>Solicito información de costos y detalles para 1ero primaria. Atte: Pedro.</b></p>,solicito informacion de costos y detalles para 1ero primaria atte pedro
WhatsApp,SABER SI HAY LUGARES EN 6TO PRIMARIA PARA MARIA. GRACIAS.,saber si hay lugares en 6to primaria para maria gracias
Web,reunión de admision para inicial 4 años. Mi menor es Gabriel.,reunion de admision para inicial 4 anos mi menor es gabriel
Web,<p><b>documentos para traslado a 1ero primaria. Postulante: Gabriel.</b></p>,documentos para traslado a 1ero primaria postulante gabriel
Web,requisitos para traslado a primer año. Postulante: Maria.,requisitos para traslado a primer ano postulante maria
Web,DOCUMENTOS PARA TRASLADO A SECUNDARIA. POSTULANTE: CAMILA.,documentos para traslado a secundaria postulante camila
Web,<p><b>cronograma de admision para 6to primaria. Mi menor es Sebastian.</b></p>,cronograma de admision para 6to primaria mi menor es sebastian
Email,Solicito información de costos y detalles para inicial 3 años. Atte: Thiago.,solicito informacion de costos y detalles para inicial 3 anos atte thiago
WhatsApp,Saber si hay lugares en 1ero primaria para Luis. Gracias.,saber si hay lugares en 1ero primaria para luis gracias
Web,REQUISITOS PARA TRASLADO A 1ERO PRIMARIA. POSTULANTE: GABRIEL.,requisitos para traslado a 1ero primaria postulante gabriel
WhatsApp,Hola hay cupos para 5to secundaria? Mi niño se llama Thiago.,hola hay cupos para 5to secundaria mi nino se llama thiago
WhatsApp,HOLA HAY CUPOS PARA SECUNDARIA? MI NIÑO SE LLAMA ANA.,hola hay cupos para secundaria mi nino se llama ana
WhatsApp,Hola hay lugares para 1ero primaria? Mi niño se llama Nicolas.,hola hay lugares para 1ero primaria mi nino se llama nicolas
Email,"Estimados, quisiera saber los mensualidad de 1ero secundaria para mi hijo Maria.",estimados quisiera saber los mensualidad de 1ero secundaria para mi hijo maria
Email,"Estimados, quisiera saber los precios de secundaria para mi hijo Valentina.",estimados quisiera saber los precios de secundaria para mi hijo valentina
Email,Solicito información de mensualidad y detalles para inicial 3 años. Atte: Sofia.,solicito informacion de mensualidad y detalles para inicial 3 anos atte sofia
WhatsApp,Hola hay espacios para secundaria? Mi niño se llama Nicolas.,hola hay espacios para secundaria mi nino se llama nicolas
Email,<p><b>Solicito información de cuotas y detalles para inicial 5 años. Atte: Camila.</b></p>,solicito informacion de cuotas y detalles para inicial 5 anos atte camila
WhatsApp,<p><b>Saber si hay espacios en inicial 3 años para Valentina. Gracias.</b></p>,saber si hay espacios en inicial 3 anos para valentina gracias
Email,"<p><b>Estimados, quisiera saber los cuotas de secundaria para mi hijo Camila.</b></p>",estimados quisiera saber los cuotas de secundaria para mi hijo camila
WhatsApp,Hola hay cupos para inicial 4 años? Mi niño se llama Thiago.,hola hay cupos para inicial 4 anos mi nino se llama thiago
Web,papeles para traslado a 1ero secundaria. Postulante: Ana.,papeles para traslado a 1ero secundaria postulante ana
Web,DOCUMENTOS PARA TRASLADO A 6TO PRIMARIA. POSTULANTE: MARIA.,documentos para traslado a 6to primaria postulante maria
Email,"Estimados, quisiera saber los precios de 1ero primaria para mi hijo Lucia.",estimados quisiera saber los precios de 1ero primaria para mi hijo lucia
Web,papeles para traslado a secundaria. Postulante: Juan.,papeles para traslado a secundaria postulante juan
WhatsApp,Saber si hay vacantes en inicial 3 años para Elena. Gracias.,saber si hay vacantes en inicial 3 anos para elena gracias
WhatsApp,Saber si hay lugares en inicial 3 años para Thiago. Gracias.,saber si hay lugares en inicial 3 anos para thiago gracias
WhatsApp,Hola hay disponibilidad de ingreso para 6to primaria? Mi niño se llama Juan.,hola hay disponibilidad de ingreso para 6to primaria mi nino se llama juan
WhatsApp,SABER SI HAY CUPOS EN 1ERO SECUNDARIA PARA JUAN. GRACIAS.,saber si hay cupos en 1ero secundaria para juan gracias
WhatsApp,HOLA HAY CUPOS PARA 1ERO SECUNDARIA? MI NIÑO SE LLAMA ANA.,hola hay cupos para 1ero secundaria mi nino se llama ana
Web,CRONOGRAMA DE ADMISION PARA 6TO PRIMARIA. MI MENOR ES ELENA.,cronograma de admision para 6to primaria mi menor es elena
Email,SOLICITO INFORMACIÓN DE COSTOS Y DETALLES PARA PRIMER GRADO. ATTE: VALENTINA.,solicito informacion de costos y detalles para primer grado atte valentina
WhatsApp,Hola hay disponibilidad de ingreso para 5to secundaria? Mi niño se llama Sofia.,hola hay disponibilidad de ingreso para 5to secundaria mi nino se llama sofia
Web,PAPELES PARA TRASLADO A PRIMER GRADO. POSTULANTE: THIAGO.,papeles para traslado a primer grado postulante thiago
WhatsApp,Hola hay disponibilidad de ingreso para 1ero primaria? Mi niño se llama Gabriel.,hola hay disponibilidad de ingreso para 1ero primaria mi nino se llama gabriel
WhatsApp,HOLA HAY ESPACIOS PARA INICIAL 3 AÑOS? MI NIÑO SE LLAMA CAMILA.,hola hay espacios para inicial 3 anos mi nino se llama camila
WhatsApp,<p><b>Saber si hay espacios en 1ero primaria para Camila. Gracias.</b></p>,saber si hay espacios en 1ero primaria para camila gracias
WhatsApp,Saber si hay vacantes en inicial 4 años para Gabriel. Gracias.,saber si hay vacantes en inicial 4 anos para gabriel gracias
WhatsApp,Saber si hay vacantes en primer año para Mateo. Gracias.,saber si hay vacantes en primer ano para mateo gracias
WhatsApp,Saber si hay disponibilidad de ingreso en 5to secundaria para Maria. Gracias.,saber si hay disponibilidad de ingreso en 5to secundaria para maria gracias
Web,charlas de admision para primer año. Mi menor es Sebastian.,charlas de admision para primer ano mi menor es sebastian
WhatsApp,Saber si hay vacantes en 1ero secundaria para Nicolas. Gracias.,saber si hay vacantes en 1ero secundaria para nicolas gracias
Email,<p><b>Solicito información de precios y detalles para 5to secundaria. Atte: Valentina.</b></p>,solicito informacion de precios y detalles para 5to secundaria atte valentina
Web,<p><b>charlas de admision para 1ero primaria. Mi menor es Juan.</b></p>,charlas de admision para 1ero primaria mi menor es juan
WhatsApp,Saber si hay disponibilidad de ingreso en 6to primaria para Maria. Gracias.,saber si hay disponibilidad de ingreso en 6to primaria para maria gracias
Email,"Estimados, quisiera saber los cuotas de 5to secundaria para mi hijo Juan.",estimados quisiera saber los cuotas de 5to secundaria para mi hijo juan
WhatsApp,Hola hay espacios para 1ero secundaria? Mi niño se llama Luis.,hola hay espacios para 1ero secundaria mi nino se llama luis
Web,REUNIÓN DE ADMISION PARA INICIAL 3 AÑOS. MI MENOR ES THIAGO.,reunion de admision para inicial 3 anos mi menor es thiago
WhatsApp,<p><b>Saber si hay cupos en inicial 5 años para Nicolas. Gracias.</b></p>,saber si hay cupos en inicial 5 anos para nicolas gracias
Web,documentación para traslado a 1ero primaria. Postulante: Ana.,documentacion para traslado a 1ero primaria postulante ana
Email,Solicito información de pensiones y detalles para primer grado. Atte: Juan.,solicito informacion de pensiones y detalles para primer grado atte juan
Web,<p><b>citas de admision para inicial 5 años. Mi menor es Mateo.</b></p>,citas de admision para inicial 5 anos mi menor es mateo
Email,"ESTIMADOS, QUISIERA SABER LOS PRECIOS DE 5TO SECUNDARIA PARA MI HIJO ELENA.",estimados quisiera saber los precios de 5to secundaria para mi hijo elena
Email,Solicito información de precios y detalles para 6to primaria. Atte: Lucia.,solicito informacion de precios y detalles para 6to primaria atte lucia
Email,"<p><b>Estimados, quisiera saber los pensiones de 1ero secundaria para mi hijo Sofia.</b></p>",estimados quisiera saber los pensiones de 1ero secundaria para mi hijo sofia
Web,partidas para traslado a primer año. Postulante: Nicolas.,partidas para traslado a primer ano postulante nicolas
WhatsApp,Saber si hay espacios en 6to primaria para Gabriel. Gracias.,saber si hay espacios en 6to primaria para gabriel gracias
Web,citas de admision para 5to secundaria. Mi menor es Juan.,citas de admision para 5to secundaria mi menor es juan
WhatsApp,Hola hay espacios para 5to secundaria? Mi niño se llama Elena.,hola hay espacios para 5to secundaria mi nino se llama elena
Web,requisitos para traslado a primer grado. Postulante: Sebastian.,requisitos para traslado a primer grado postulante sebastian
WhatsApp,Hola hay espacios para inicial 4 años? Mi niño se llama Maria.,hola hay espacios para inicial 4 anos mi nino se llama maria
Email,<p><b>Solicito información de costos y detalles para inicial 4 años. Atte: Thiago.</b></p>,solicito informacion de costos y detalles para inicial 4 anos atte thiago
Web,reunión de admision para primer grado. Mi menor es Gabriel.,reunion de admision para primer grado mi menor es gabriel
Email,"Estimados, quisiera saber los pensiones de primer grado para mi hijo Gabriel.",estimados quisiera saber los pensiones de primer grado para mi hijo gabriel
WhatsApp,Hola hay cupos para 1ero primaria? Mi niño se llama Gabriel.,hola hay cupos para 1ero primaria mi nino se llama gabriel
Web,reunión de admision para primer grado. Mi menor es Sofia.,reunion de admision para primer grado mi menor es sofia
Web,documentación para traslado a 6to primaria. Postulante: Camila.,documentacion para traslado a 6to primaria postulante camila
Web,documentación para traslado a inicial 4 años. Postulante: Camila.,documentacion para traslado a inicial 4 anos postulante camila
Email,"<p><b>Estimados, quisiera saber los cuotas de secundaria para mi hijo Nicolas.</b></p>",estimados quisiera saber los cuotas de secundaria para mi hijo nicolas
WhatsApp,Saber si hay cupos en inicial 3 años para Camila. Gracias.,saber si hay cupos en inicial 3 anos para camila gracias
WhatsApp,Saber si hay disponibilidad de ingreso en primer grado para Mateo. Gracias.,saber si hay disponibilidad de ingreso en primer grado para mateo gracias
Email,<p><b>Solicito información de pagos y detalles para secundaria. Atte: Juan.</b></p>,solicito informacion de pagos y detalles para secundaria atte juan
Email,Solicito información de pensiones y detalles para 6to primaria. Atte: Camila.,solicito informacion de pensiones y detalles para 6to primaria atte camila
Email,<p><b>Solicito información de precios y detalles para 6to primaria. Atte: Juan.</b></p>,solicito informacion de precios y detalles para 6to primaria atte juan
Web,<p><b>documentos para traslado a secundaria. Postulante: Elena.</b></p>,documentos para traslado a secundaria postulante elena
