fuente,contenido,texto_limpio,label_sugerida,texto_preprocesado
Email,"Estimados, quisiera saber los pagos de inicial 5 años para mi hijo Sebastian.",estimados quisiera saber los pagos de inicial 5 años para mi hijo sebastian,ADMIS_COSTOS,estimado querer pago inicial año hijo sebastiar
Email,Solicito información de mensualidad y detalles para 1ero primaria. Atte: Valentina.,solicito información de mensualidad y detalles para 1ero primaria atte valentina,ADMIS_COSTOS,solicitar información mensualidad detalle 1ero primario atte valentín
Email,Solicito información de costos y detalles para 1ero secundaria. Atte: Elena.,solicito información de costos y detalles para 1ero secundaria atte elena,ADMIS_COSTOS,solicitar información costo detalle 1ero secundario atte elén
Web,CRONOGRAMA DE ADMISION PARA 6TO PRIMARIA. MI MENOR ES ELENA.,cronograma de admision para 6to primaria mi menor es elena,ADMIS_CITAS,cronograma admision 6to primario menor elén
Email,SOLICITO INFORMACIÓN DE COSTOS Y DETALLES PARA 1ERO PRIMARIA. ATTE: ELENA.,solicito información de costos y detalles para 1ero primaria atte elena,ADMIS_COSTOS,solicitar información costo detalle 1ero primario atte elén
Email,"Estimados, quisiera saber los pensiones de 5to secundaria para mi hijo Mateo.",estimados quisiera saber los pensiones de 5to secundaria para mi hijo mateo,ADMIS_COSTOS,estimado querer pensión 5to secundario hijo mateo
WhatsApp,Saber si hay cupos en 1ero primaria para Luis. Gracias.,saber si hay cupos en 1ero primaria para luis gracias,ADMIS_VACANTES,cupo 1ero primario luis gracias
Web,cronograma de admision para inicial 3 años. Mi menor es Ana.,cronograma de admision para inicial 3 años mi menor es ana,ADMIS_CITAS,cronograma admision inicial año menor án
Email,Solicito información de costos y detalles para primer año. Atte: Juan.,solicito información de costos y detalles para primer año atte juan,ADMIS_COSTOS,solicitar información costo detalle año atte juan
WhatsApp,Hola hay espacios para 1ero primaria? Mi niño se llama Lucia.,hola hay espacios para 1ero primaria mi niño se llama lucia,ADMIS_VACANTES,holar espacio 1ero primario niño llamar lucia
WhatsApp,Hola hay espacios para inicial 3 años? Mi niño se llama Luis.,hola hay espacios para inicial 3 años mi niño se llama luis,ADMIS_VACANTES,holar espacio inicial año niño llamar luis
WhatsApp,<p><b>Saber si hay disponibilidad de ingreso en primer año para Valentina. Gracias.</b></p>,saber si hay disponibilidad de ingreso en primer año para valentina gracias,ADMIS_VACANTES,disponibilidad ingreso año valentina gracias
Web,papeles para traslado a 1ero primaria. Postulante: Elena.,papeles para traslado a 1ero primaria postulante elena,ADMIS_REQUIS_DOC,papel traslado 1ero primaria postulante elén
Web,citas de admision para inicial 3 años. Mi menor es Gabriel.,citas de admision para inicial 3 años mi menor es gabriel,ADMIS_CITAS,cita admision inicial año menor gabriel
WhatsApp,Hola hay disponibilidad de ingreso para 1ero primaria? Mi niño se llama Maria.,hola hay disponibilidad de ingreso para 1ero primaria mi niño se llama maria,ADMIS_VACANTES,holar disponibilidad ingreso 1ero primario niño llamar mario
Web,papeles para traslado a 1ero primaria. Postulante: Juan.,papeles para traslado a 1ero primaria postulante juan,ADMIS_REQUIS_DOC,papel traslado 1ero primaria postulante juan
WhatsApp,<p><b>Saber si hay cupos en inicial 4 años para Pedro. Gracias.</b></p>,saber si hay cupos en inicial 4 años para pedro gracias,ADMIS_VACANTES,cupo inicial año pedro gracias
Email,"Estimados, quisiera saber los cuotas de 6to primaria para mi hijo Mateo.",estimados quisiera saber los cuotas de 6to primaria para mi hijo mateo,ADMIS_COSTOS,estimado querer cuota 6to primario hijo mateo
WhatsApp,Saber si hay lugares en inicial 3 años para Gabriel. Gracias.,saber si hay lugares en inicial 3 años para gabriel gracias,ADMIS_VACANTES,lugar inicial año gabriel gracias
Web,citas de admision para inicial 3 años. Mi menor es Mateo.,citas de admision para inicial 3 años mi menor es mateo,ADMIS_CITAS,cita admision inicial año menor mateo
Email,"Estimados, quisiera saber los precios de primer año para mi hijo Maria.",estimados quisiera saber los precios de primer año para mi hijo maria,ADMIS_COSTOS,estimado querer precio año hijo mario
WhatsApp,Saber si hay lugares en 6to primaria para Elena. Gracias.,saber si hay lugares en 6to primaria para elena gracias,ADMIS_VACANTES,lugar 6to primario elena gracias
Email,"<p><b>Estimados, quisiera saber los pagos de 6to primaria para mi hijo Nicolas.</b></p>",estimados quisiera saber los pagos de 6to primaria para mi hijo nicolas,ADMIS_COSTOS,estimado querer pago 6to primario hijo nicola
WhatsApp,Saber si hay disponibilidad de ingreso en 1ero primaria para Juan. Gracias.,saber si hay disponibilidad de ingreso en 1ero primaria para juan gracias,ADMIS_VACANTES,disponibilidad ingreso 1ero primario juan gracias
WhatsApp,Hola hay cupos para inicial 5 años? Mi niño se llama Elena.,hola hay cupos para inicial 5 años mi niño se llama elena,ADMIS_VACANTES,holar cupo inicial año niño llamar elena
WhatsApp,Hola hay espacios para inicial 5 años? Mi niño se llama Valentina.,hola hay espacios para inicial 5 años mi niño se llama valentina,ADMIS_VACANTES,holar espacio inicial año niño llamar valentina
Web,CRONOGRAMA DE ADMISION PARA 5TO SECUNDARIA. MI MENOR ES PEDRO.,cronograma de admision para 5to secundaria mi menor es pedro,ADMIS_CITAS,cronograma admision 5to secundario menor pedro
Email,<p><b>Solicito información de cuotas y detalles para 5to secundaria. Atte: Juan.</b></p>,solicito información de cuotas y detalles para 5to secundaria atte juan,ADMIS_COSTOS,solicitar información cuota detalle 5to secundario atte juan
WhatsApp,Hola hay cupos para 1ero secundaria? Mi niño se llama Nicolas.,hola hay cupos para 1ero secundaria mi niño se llama nicolas,ADMIS_VACANTES,holar cupo 1ero secundario niño llamar nicola
WhatsApp,<p><b>Saber si hay vacantes en secundaria para Nicolas. Gracias.</b></p>,saber si hay vacantes en secundaria para nicolas gracias,ADMIS_VACANTES,vacante secundaria nico él gracia
Web,<p><b>entrevistas de admision para 6to primaria. Mi menor es Thiago.</b></p>,entrevistas de admision para 6to primaria mi menor es thiago,ADMIS_CITAS,entrevista admision 6to primario menor thiago
WhatsApp,Saber si hay vacantes en primer año para Juan. Gracias.,saber si hay vacantes en primer año para juan gracias,ADMIS_VACANTES,vacante año juan gracias
Web,documentos para traslado a inicial 5 años. Postulante: Ana.,documentos para traslado a inicial 5 años postulante ana,ADMIS_REQUIS_DOC,documento traslado inicial año postulante án
WhatsApp,Saber si hay cupos en inicial 4 años para Mateo. Gracias.,saber si hay cupos en inicial 4 años para mateo gracias,ADMIS_VACANTES,cupo inicial año mateo gracias
WhatsApp,<p><b>Saber si hay lugares en primer grado para Gabriel. Gracias.</b></p>,saber si hay lugares en primer grado para gabriel gracias,ADMIS_VACANTES,lugar grado gabriel gracias
Web,<p><b>entrevistas de admision para inicial 5 años. Mi menor es Juan.</b></p>,entrevistas de admision para inicial 5 años mi menor es juan,ADMIS_CITAS,entrevista admision inicial año menor juan
WhatsApp,Saber si hay cupos en 1ero secundaria para Camila. Gracias.,saber si hay cupos en 1ero secundaria para camila gracias,ADMIS_VACANTES,cupo 1ero secundario camila gracias
WhatsApp,Saber si hay lugares en 5to secundaria para Gabriel. Gracias.,saber si hay lugares en 5to secundaria para gabriel gracias,ADMIS_VACANTES,lugar 5to secundario gabriel gracias
Web,ENTREVISTAS DE ADMISION PARA INICIAL 4 AÑOS. MI MENOR ES MATEO.,entrevistas de admision para inicial 4 años mi menor es mateo,ADMIS_CITAS,entrevista admision inicial año menor mateo
WhatsApp,Saber si hay disponibilidad de ingreso en inicial 4 años para Valentina. Gracias.,saber si hay disponibilidad de ingreso en inicial 4 años para valentina gracias,ADMIS_VACANTES,disponibilidad ingreso inicial año valentina gracias
Web,REQUISITOS PARA TRASLADO A SECUNDARIA. POSTULANTE: SEBASTIAN.,requisitos para traslado a secundaria postulante sebastian,ADMIS_REQUIS_DOC,requisito traslado secundaria postulante sebastiar
Web,<p><b>charlas de admision para inicial 3 años. Mi menor es Maria.</b></p>,charlas de admision para inicial 3 años mi menor es maria,ADMIS_CITAS,charla admision inicial año menor mario
Web,<p><b>entrevistas de admision para 6to primaria. Mi menor es Lucia.</b></p>,entrevistas de admision para 6to primaria mi menor es lucia,ADMIS_CITAS,entrevista admision 6to primario menor lucia
Email,SOLICITO INFORMACIÓN DE MENSUALIDAD Y DETALLES PARA 1ERO SECUNDARIA. ATTE: MARIA.,solicito información de mensualidad y detalles para 1ero secundaria atte maria,ADMIS_COSTOS,solicitar información mensualidad detalle 1ero secundario atte mario
WhatsApp,SABER SI HAY DISPONIBILIDAD DE INGRESO EN 6TO PRIMARIA PARA GABRIEL. GRACIAS.,saber si hay disponibilidad de ingreso en 6to primaria para gabriel gracias,ADMIS_VACANTES,disponibilidad ingreso 6to primario gabriel gracias
Email,Solicito información de cuotas y detalles para secundaria. Atte: Elena.,solicito información de cuotas y detalles para secundaria atte elena,ADMIS_COSTOS,solicitar información cuota detalle secundario atte elén
Email,<p><b>Solicito información de pensiones y detalles para primer grado. Atte: Gabriel.</b></p>,solicito información de pensiones y detalles para primer grado atte gabriel,ADMIS_COSTOS,solicitar información pensión detalle grado atte gabriel
Email,"Estimados, quisiera saber los costos de primer grado para mi hijo Valentina.",estimados quisiera saber los costos de primer grado para mi hijo valentina,ADMIS_COSTOS,estimado querer costo grado hijo valentín
Web,<p><b>ficha de matrícula para traslado a secundaria. Postulante: Mateo.</b></p>,ficha de matrícula para traslado a secundaria postulante mateo,ADMIS_REQUIS_DOC,ficha matrícula traslado secundario postulante mateo
Web,partidas para traslado a 6to primaria. Postulante: Elena.,partidas para traslado a 6to primaria postulante elena,ADMIS_REQUIS_DOC,partida traslado 6to primaria postulante elén
Web,ficha de matrícula para traslado a secundaria. Postulante: Camila.,ficha de matrícula para traslado a secundaria postulante camila,ADMIS_REQUIS_DOC,ficha matrícula traslado secundaria postulante camilar
WhatsApp,SABER SI HAY DISPONIBILIDAD DE INGRESO EN 5TO SECUNDARIA PARA LUCIA. GRACIAS.,saber si hay disponibilidad de ingreso en 5to secundaria para lucia gracias,ADMIS_VACANTES,disponibilidad ingreso 5to secundario lucia gracias
Web,<p><b>cronograma de admision para inicial 3 años. Mi menor es Thiago.</b></p>,cronograma de admision para inicial 3 años mi menor es thiago,ADMIS_CITAS,cronograma admision inicial año menor thiago
Web,CHARLAS DE ADMISION PARA INICIAL 3 AÑOS. MI MENOR ES VALENTINA.,charlas de admision para inicial 3 años mi menor es valentina,ADMIS_CITAS,charla admision inicial año menor valentín
Web,CRONOGRAMA DE ADMISION PARA 1ERO SECUNDARIA. MI MENOR ES MARIA.,cronograma de admision para 1ero secundaria mi menor es maria,ADMIS_CITAS,cronograma admision 1ero secundario menor mario
Web,cronograma de admision para primer año. Mi menor es Ana.,cronograma de admision para primer año mi menor es ana,ADMIS_CITAS,cronograma admision año menor án
Email,"<p><b>Estimados, quisiera saber los mensualidad de secundaria para mi hijo Gabriel.</b></p>",estimados quisiera saber los mensualidad de secundaria para mi hijo gabriel,ADMIS_COSTOS,estimado querer mensualidad secundaria hijo gabriel
Email,"Estimados, quisiera saber los pagos de 1ero primaria para mi hijo Thiago.",estimados quisiera saber los pagos de 1ero primaria para mi hijo thiago,ADMIS_COSTOS,estimado querer pago 1ero primario hijo thiago
Email,<p><b>Solicito información de costos y detalles para inicial 4 años. Atte: Mateo.</b></p>,solicito información de costos y detalles para inicial 4 años atte mateo,ADMIS_COSTOS,solicitar información costo detalle inicial año atte mateo
Web,charlas de admision para 1ero secundaria. Mi menor es Pedro.,charlas de admision para 1ero secundaria mi menor es pedro,ADMIS_CITAS,charla admision 1ero secundario menor pedro
WhatsApp,Hola hay disponibilidad de ingreso para inicial 5 años? Mi niño se llama Ana.,hola hay disponibilidad de ingreso para inicial 5 años mi niño se llama ana,ADMIS_VACANTES,holar disponibilidad ingreso inicial año niño llamar án
Web,citas de admision para secundaria. Mi menor es Mateo.,citas de admision para secundaria mi menor es mateo,ADMIS_CITAS,cita admision secundario menor mateo
Web,charlas de admision para primer grado. Mi menor es Mateo.,charlas de admision para primer grado mi menor es mateo,ADMIS_CITAS,charla admision grado menor mateo
Email,<p><b>Solicito información de pensiones y detalles para primer año. Atte: Camila.</b></p>,solicito información de pensiones y detalles para primer año atte camila,ADMIS_COSTOS,solicitar información pensión detalle año attar camilar
Web,papeles para traslado a primer año. Postulante: Juan.,papeles para traslado a primer año postulante juan,ADMIS_REQUIS_DOC,papel traslado año postulante juan
Web,partidas para traslado a 6to primaria. Postulante: Pedro.,partidas para traslado a 6to primaria postulante pedro,ADMIS_REQUIS_DOC,partida traslado 6to primaria postulante pedro
Web,citas de admision para inicial 5 años. Mi menor es Luis.,citas de admision para inicial 5 años mi menor es luis,ADMIS_CITAS,cita admision inicial año menor luis
Email,<p><b>Solicito información de mensualidad y detalles para inicial 3 años. Atte: Sebastian.</b></p>,solicito información de mensualidad y detalles para inicial 3 años atte sebastian,ADMIS_COSTOS,solicitar información mensualidad detalle inicial año atte sebastiar
WhatsApp,<p><b>Saber si hay lugares en inicial 5 años para Pedro. Gracias.</b></p>,saber si hay lugares en inicial 5 años para pedro gracias,ADMIS_VACANTES,lugar inicial año pedro gracias
WhatsApp,Hola hay lugares para 6to primaria? Mi niño se llama Mateo.,hola hay lugares para 6to primaria mi niño se llama mateo,ADMIS_VACANTES,holar lugar 6to primaria niño llamar mateo
Web,CRONOGRAMA DE ADMISION PARA 1ERO SECUNDARIA. MI MENOR ES LUIS.,cronograma de admision para 1ero secundaria mi menor es luis,ADMIS_CITAS,cronograma admision 1ero secundario menor luis
Email,"Estimados, quisiera saber los cuotas de inicial 4 años para mi hijo Camila.",estimados quisiera saber los cuotas de inicial 4 años para mi hijo camila,ADMIS_COSTOS,estimado querer cuota inicial año hijo camilar
WhatsApp,SABER SI HAY CUPOS EN INICIAL 3 AÑOS PARA VALENTINA. GRACIAS.,saber si hay cupos en inicial 3 años para valentina gracias,ADMIS_VACANTES,cupo inicial año valentina gracias
Email,<p><b>Solicito información de pagos y detalles para primer año. Atte: Pedro.</b></p>,solicito información de pagos y detalles para primer año atte pedro,ADMIS_COSTOS,solicitar información pago detalle año atte pedro
